timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action,bytes_sent,connection_state,country,city
2024-01-16 02:18:20.000,10.0.1.190,10.0.0.50,47672,80,TCP,ALLOW,1135,ESTABLISHED,India,Chennai
2024-01-16 05:28:38.000,10.0.5.41,10.0.0.50,45054,8080,TCP,ALLOW,438,ESTABLISHED,India,Chennai
2024-01-16 07:26:04.000,10.0.4.72,10.0.0.50,6584,443,TCP,ALLOW,816,ESTABLISHED,India,Chennai
2024-01-16 09:50:53.000,10.0.5.207,10.0.0.50,21803,443,UDP,ALLOW,1159,ESTABLISHED,India,Chennai
2024-01-16 12:36:34.000,10.0.0.71,10.0.0.50,2321,8080,UDP,ALLOW,638,ESTABLISHED,India,Chennai
2024-01-16 13:42:49.000,10.0.4.72,10.0.0.50,48777,80,TCP,ALLOW,833,ESTABLISHED,India,Chennai
2024-01-16 15:09:57.000,10.0.0.58,10.0.0.50,45871,443,TCP,ALLOW,840,ESTABLISHED,India,Chennai
2024-01-16 17:14:15.000,10.0.5.56,10.0.0.50,4075,80,UDP,ALLOW,332,ESTABLISHED,India,Chennai
2024-01-16 17:52:24.000,10.0.2.8,10.0.0.50,62985,8080,TCP,ALLOW,786,ESTABLISHED,India,Chennai
2024-01-16 18:02:28.000,10.0.1.229,10.0.0.50,1267,22,TCP,ALLOW,1421,ESTABLISHED,India,Chennai
2024-01-16 18:12:05.000,10.0.2.24,10.0.0.50,59488,443,UDP,ALLOW,158,ESTABLISHED,India,Chennai
2024-01-16 18:22:03.000,10.0.3.140,10.0.0.50,54167,80,TCP,ALLOW,1418,ESTABLISHED,India,Chennai
2024-01-16 18:42:59.000,10.0.4.57,10.0.0.50,51276,443,TCP,ALLOW,711,ESTABLISHED,India,Chennai
2024-01-16 18:54:04.000,10.0.2.9,10.0.0.50,8066,22,TCP,ALLOW,256,ESTABLISHED,India,Chennai
2024-01-16 19:14:48.000,10.0.1.23,10.0.0.50,63280,443,TCP,ALLOW,1085,ESTABLISHED,India,Chennai
2024-01-16 20:36:00.000,10.0.1.27,10.0.0.50,23394,22,TCP,ALLOW,777,ESTABLISHED,India,Chennai
2024-01-16 21:19:00.000,10.0.1.189,10.0.0.50,13770,8080,TCP,ALLOW,915,ESTABLISHED,India,Chennai
2024-01-16 21:55:36.000,10.0.3.184,10.0.0.50,37654,8080,TCP,ALLOW,156,ESTABLISHED,India,Chennai
2024-01-17 02:02:53.000,10.0.2.109,10.0.0.50,26554,443,UDP,ALLOW,1009,ESTABLISHED,India,Chennai
2024-01-17 02:17:19.000,10.0.4.72,10.0.0.50,50493,80,UDP,ALLOW,1191,ESTABLISHED,India,Chennai
2024-01-17 04:27:40.000,10.0.3.108,10.0.0.50,40035,80,UDP,ALLOW,955,ESTABLISHED,India,Chennai
2024-01-17 04:37:19.000,10.0.2.109,10.0.0.50,8003,443,TCP,ALLOW,508,ESTABLISHED,India,Chennai
2024-01-17 05:52:52.000,10.0.5.109,10.0.0.50,58283,8080,TCP,ALLOW,1101,ESTABLISHED,India,Chennai
2024-01-17 06:23:13.000,10.0.5.41,10.0.0.50,13527,8080,UDP,ALLOW,215,ESTABLISHED,India,Chennai
2024-01-17 07:41:40.000,10.0.1.23,10.0.0.50,38172,22,TCP,ALLOW,1106,ESTABLISHED,India,Chennai
2024-01-17 13:32:50.000,10.0.0.164,10.0.0.50,8413,22,TCP,ALLOW,681,ESTABLISHED,India,Chennai
2024-01-17 14:47:56.000,10.0.1.229,10.0.0.50,35332,22,TCP,ALLOW,830,ESTABLISHED,India,Chennai
2024-01-17 14:50:56.000,10.0.0.190,10.0.0.50,50066,8080,UDP,ALLOW,477,ESTABLISHED,India,Chennai
2024-01-17 15:04:31.000,10.0.2.130,10.0.0.50,60182,80,UDP,ALLOW,223,ESTABLISHED,India,Chennai
2024-01-17 17:59:04.000,10.0.1.189,10.0.0.50,10957,80,TCP,ALLOW,541,ESTABLISHED,India,Chennai
2024-01-17 18:29:38.000,10.0.2.109,10.0.0.50,11338,80,UDP,ALLOW,1302,ESTABLISHED,India,Chennai
2024-01-17 21:22:21.000,10.0.1.229,10.0.0.50,21362,443,TCP,ALLOW,267,ESTABLISHED,India,Chennai
2024-01-17 23:31:25.000,10.0.4.151,10.0.0.50,5097,8080,UDP,ALLOW,1482,ESTABLISHED,India,Chennai
2024-01-18 02:36:10.000,10.0.1.152,10.0.0.50,42111,8080,UDP,ALLOW,521,ESTABLISHED,India,Chennai
2024-01-18 03:18:49.000,10.0.2.60,10.0.0.50,46094,22,TCP,ALLOW,1046,ESTABLISHED,India,Chennai
2024-01-18 12:50:47.000,10.0.0.164,10.0.0.50,10857,8080,UDP,ALLOW,249,ESTABLISHED,India,Chennai
2024-01-18 13:22:38.000,10.0.3.108,10.0.0.50,2069,8080,TCP,ALLOW,807,ESTABLISHED,India,Chennai
2024-01-18 13:58:48.000,10.0.4.195,10.0.0.50,50920,8080,UDP,ALLOW,857,ESTABLISHED,India,Chennai
2024-01-18 14:48:10.000,10.0.1.140,10.0.0.50,5822,443,UDP,ALLOW,282,ESTABLISHED,India,Chennai
2024-01-18 15:01:00.000,10.0.0.190,10.0.0.50,22749,80,UDP,ALLOW,790,ESTABLISHED,India,Chennai
2024-01-18 15:08:53.000,10.0.0.58,10.0.0.50,39994,80,TCP,ALLOW,1029,ESTABLISHED,India,Chennai
2024-01-18 15:56:23.000,10.0.0.71,10.0.0.50,12639,443,UDP,ALLOW,1447,ESTABLISHED,India,Chennai
2024-01-18 16:04:10.000,10.0.1.27,10.0.0.50,23443,443,TCP,ALLOW,1040,ESTABLISHED,India,Chennai
2024-01-18 19:27:16.000,10.0.2.130,10.0.0.50,16002,22,UDP,ALLOW,592,ESTABLISHED,India,Chennai
2024-01-18 21:00:27.000,10.0.5.109,10.0.0.50,16298,443,TCP,ALLOW,222,ESTABLISHED,India,Chennai
2024-01-18 21:44:31.000,10.0.2.60,10.0.0.50,35937,80,UDP,ALLOW,1348,ESTABLISHED,India,Chennai
2024-01-18 22:48:23.000,10.0.2.130,10.0.0.50,23185,80,UDP,ALLOW,763,ESTABLISHED,India,Chennai
2024-01-18 23:42:21.000,10.0.2.9,10.0.0.50,49592,80,TCP,ALLOW,200,ESTABLISHED,India,Chennai
2024-01-19 00:33:16.000,10.0.0.29,10.0.0.50,58649,80,TCP,ALLOW,1458,ESTABLISHED,India,Chennai
2024-01-19 00:37:00.000,10.0.0.58,10.0.0.50,59442,8080,TCP,ALLOW,1020,ESTABLISHED,India,Chennai
2024-01-19 01:29:32.000,10.0.3.51,10.0.0.50,52070,80,TCP,ALLOW,438,ESTABLISHED,India,Chennai
2024-01-19 03:40:36.000,10.0.0.29,10.0.0.50,44756,22,TCP,ALLOW,412,ESTABLISHED,India,Chennai
2024-01-19 03:48:02.000,10.0.1.189,10.0.0.50,58710,8080,UDP,ALLOW,836,ESTABLISHED,India,Chennai
2024-01-19 04:27:44.000,10.0.4.223,10.0.0.50,41671,22,UDP,ALLOW,115,ESTABLISHED,India,Chennai
2024-01-19 13:00:15.000,10.0.5.179,10.0.0.50,21241,8080,UDP,ALLOW,973,ESTABLISHED,India,Chennai
2024-01-19 14:17:37.000,10.0.2.8,10.0.0.50,41357,80,UDP,ALLOW,343,ESTABLISHED,India,Chennai
2024-01-19 14:31:09.000,10.0.0.71,10.0.0.50,46567,22,TCP,ALLOW,891,ESTABLISHED,India,Chennai
2024-01-19 16:45:15.000,10.0.1.174,10.0.0.50,42975,80,TCP,ALLOW,832,ESTABLISHED,India,Chennai
2024-01-19 18:14:02.000,10.0.3.7,10.0.0.50,13113,80,TCP,ALLOW,555,ESTABLISHED,India,Chennai
2024-01-19 18:32:34.000,10.0.0.7,10.0.0.50,35074,80,TCP,ALLOW,581,ESTABLISHED,India,Chennai
2024-01-19 18:35:08.000,10.0.4.2,10.0.0.50,35356,80,TCP,ALLOW,1469,ESTABLISHED,India,Chennai
2024-01-19 19:02:24.000,10.0.0.58,10.0.0.50,49705,443,TCP,ALLOW,1227,ESTABLISHED,India,Chennai
2024-01-19 20:01:51.000,10.0.1.189,10.0.0.50,53860,80,TCP,ALLOW,212,ESTABLISHED,India,Chennai
2024-01-19 21:50:58.000,10.0.4.57,10.0.0.50,43334,22,UDP,ALLOW,594,ESTABLISHED,India,Chennai
2024-01-19 22:48:58.000,10.0.2.109,10.0.0.50,15926,443,TCP,ALLOW,1380,ESTABLISHED,India,Chennai
2024-01-20 01:34:58.000,10.0.4.195,10.0.0.50,27872,443,UDP,ALLOW,1493,ESTABLISHED,India,Chennai
2024-01-20 03:01:10.000,10.0.0.63,10.0.0.50,38407,443,TCP,ALLOW,973,ESTABLISHED,India,Chennai
2024-01-20 03:02:37.000,5.188.86.172,10.0.0.50,48769,20,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.050,5.188.86.172,10.0.0.50,61583,21,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.100,5.188.86.172,10.0.0.50,48667,22,TCP,ALLOW,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.150,5.188.86.172,10.0.0.50,50072,23,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.200,5.188.86.172,10.0.0.50,53589,24,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.250,5.188.86.172,10.0.0.50,62062,25,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.300,5.188.86.172,10.0.0.50,47915,27,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.350,5.188.86.172,10.0.0.50,40136,28,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.400,5.188.86.172,10.0.0.50,53584,29,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.450,5.188.86.172,10.0.0.50,41070,30,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.500,5.188.86.172,10.0.0.50,40508,31,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.550,5.188.86.172,10.0.0.50,40860,32,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.600,5.188.86.172,10.0.0.50,45025,33,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.650,5.188.86.172,10.0.0.50,52268,36,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.700,5.188.86.172,10.0.0.50,57005,37,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.750,5.188.86.172,10.0.0.50,64289,39,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.800,5.188.86.172,10.0.0.50,59659,40,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.850,5.188.86.172,10.0.0.50,50402,41,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.900,5.188.86.172,10.0.0.50,50980,42,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:37.950,5.188.86.172,10.0.0.50,45584,43,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.000,5.188.86.172,10.0.0.50,58749,44,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.050,5.188.86.172,10.0.0.50,54090,45,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.100,5.188.86.172,10.0.0.50,47924,46,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.150,5.188.86.172,10.0.0.50,58210,47,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.200,5.188.86.172,10.0.0.50,52824,48,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.250,5.188.86.172,10.0.0.50,46313,49,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.300,5.188.86.172,10.0.0.50,60193,50,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.350,5.188.86.172,10.0.0.50,61116,51,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.400,5.188.86.172,10.0.0.50,52888,52,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.450,5.188.86.172,10.0.0.50,41690,53,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.500,5.188.86.172,10.0.0.50,58935,54,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.550,5.188.86.172,10.0.0.50,54060,55,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.600,5.188.86.172,10.0.0.50,44222,56,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.650,5.188.86.172,10.0.0.50,60849,57,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.700,5.188.86.172,10.0.0.50,52793,58,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.750,5.188.86.172,10.0.0.50,63858,59,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.800,5.188.86.172,10.0.0.50,45692,60,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.850,5.188.86.172,10.0.0.50,53209,61,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.900,5.188.86.172,10.0.0.50,50424,62,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:38.950,5.188.86.172,10.0.0.50,56950,63,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.000,5.188.86.172,10.0.0.50,45191,64,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.050,5.188.86.172,10.0.0.50,54332,65,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.100,5.188.86.172,10.0.0.50,47568,66,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.150,5.188.86.172,10.0.0.50,43262,67,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.200,5.188.86.172,10.0.0.50,63266,68,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.250,5.188.86.172,10.0.0.50,44139,69,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.300,5.188.86.172,10.0.0.50,56523,70,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.350,5.188.86.172,10.0.0.50,43878,71,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.400,5.188.86.172,10.0.0.50,60691,72,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.450,5.188.86.172,10.0.0.50,58904,73,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.500,5.188.86.172,10.0.0.50,52845,74,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.550,5.188.86.172,10.0.0.50,64974,75,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.600,5.188.86.172,10.0.0.50,60555,77,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.650,5.188.86.172,10.0.0.50,48527,78,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.700,5.188.86.172,10.0.0.50,58117,81,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.750,5.188.86.172,10.0.0.50,45211,82,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.800,5.188.86.172,10.0.0.50,50564,83,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.850,5.188.86.172,10.0.0.50,46676,86,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.900,5.188.86.172,10.0.0.50,43055,87,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:39.950,5.188.86.172,10.0.0.50,43056,88,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.000,5.188.86.172,10.0.0.50,40840,89,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.050,5.188.86.172,10.0.0.50,54333,91,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.100,5.188.86.172,10.0.0.50,40378,92,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.150,5.188.86.172,10.0.0.50,60607,93,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.200,5.188.86.172,10.0.0.50,59440,94,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.250,5.188.86.172,10.0.0.50,45015,95,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.300,5.188.86.172,10.0.0.50,40911,96,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.350,5.188.86.172,10.0.0.50,60253,97,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.400,5.188.86.172,10.0.0.50,63185,98,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.450,5.188.86.172,10.0.0.50,57815,99,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.500,5.188.86.172,10.0.0.50,42581,100,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.550,5.188.86.172,10.0.0.50,58736,101,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.600,5.188.86.172,10.0.0.50,52530,102,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.650,5.188.86.172,10.0.0.50,40828,104,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.700,5.188.86.172,10.0.0.50,64324,105,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.750,5.188.86.172,10.0.0.50,64057,106,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.800,5.188.86.172,10.0.0.50,44277,107,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.850,5.188.86.172,10.0.0.50,54867,109,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.900,5.188.86.172,10.0.0.50,60790,110,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:40.950,5.188.86.172,10.0.0.50,60693,111,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.000,5.188.86.172,10.0.0.50,51734,112,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.050,5.188.86.172,10.0.0.50,46113,113,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.100,5.188.86.172,10.0.0.50,47855,114,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.150,5.188.86.172,10.0.0.50,61381,115,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.200,5.188.86.172,10.0.0.50,47266,116,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.250,5.188.86.172,10.0.0.50,49729,117,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.300,5.188.86.172,10.0.0.50,46351,119,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.350,5.188.86.172,10.0.0.50,57544,121,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.400,5.188.86.172,10.0.0.50,48036,122,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.450,5.188.86.172,10.0.0.50,63799,124,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.500,5.188.86.172,10.0.0.50,52389,125,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.550,5.188.86.172,10.0.0.50,48535,126,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.600,5.188.86.172,10.0.0.50,61602,127,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.650,5.188.86.172,10.0.0.50,41695,128,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.700,5.188.86.172,10.0.0.50,49010,129,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.750,5.188.86.172,10.0.0.50,42718,130,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.800,5.188.86.172,10.0.0.50,44711,131,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.850,5.188.86.172,10.0.0.50,60559,132,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.900,5.188.86.172,10.0.0.50,40758,133,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:41.950,5.188.86.172,10.0.0.50,60918,134,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.000,5.188.86.172,10.0.0.50,58984,135,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.050,5.188.86.172,10.0.0.50,43388,136,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.100,5.188.86.172,10.0.0.50,43635,137,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.150,5.188.86.172,10.0.0.50,55044,138,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.200,5.188.86.172,10.0.0.50,59526,140,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.250,5.188.86.172,10.0.0.50,44020,141,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.300,5.188.86.172,10.0.0.50,43508,142,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.350,5.188.86.172,10.0.0.50,44647,145,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.400,5.188.86.172,10.0.0.50,49255,146,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.450,5.188.86.172,10.0.0.50,48585,147,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.500,5.188.86.172,10.0.0.50,45918,148,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.550,5.188.86.172,10.0.0.50,43040,149,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.600,5.188.86.172,10.0.0.50,42535,150,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.650,5.188.86.172,10.0.0.50,56195,151,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.700,5.188.86.172,10.0.0.50,51842,152,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.750,5.188.86.172,10.0.0.50,46814,153,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.800,5.188.86.172,10.0.0.50,52805,154,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.850,5.188.86.172,10.0.0.50,43298,155,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.900,5.188.86.172,10.0.0.50,56090,156,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:42.950,5.188.86.172,10.0.0.50,40719,157,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.000,5.188.86.172,10.0.0.50,53557,158,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.050,5.188.86.172,10.0.0.50,42410,159,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.100,5.188.86.172,10.0.0.50,55942,160,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.150,5.188.86.172,10.0.0.50,60502,161,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.200,5.188.86.172,10.0.0.50,42500,162,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.250,5.188.86.172,10.0.0.50,46890,163,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.300,5.188.86.172,10.0.0.50,62522,164,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.350,5.188.86.172,10.0.0.50,53759,165,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.400,5.188.86.172,10.0.0.50,52296,166,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.450,5.188.86.172,10.0.0.50,50275,167,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.500,5.188.86.172,10.0.0.50,60760,168,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.550,5.188.86.172,10.0.0.50,54774,170,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.600,5.188.86.172,10.0.0.50,45279,171,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.650,5.188.86.172,10.0.0.50,45891,172,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.700,5.188.86.172,10.0.0.50,49789,173,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.750,5.188.86.172,10.0.0.50,40332,174,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.800,5.188.86.172,10.0.0.50,45854,177,TCP,DENY,60,SYN,Ukraine,Kyiv
2024-01-20 03:02:43.850,5.188.86.172,10.0.0.50,61615,178,TCP,DENY,60,SYN,Ukraine,Kyiv
