timestamp,source_ip,dest_ip,username,event_type,auth_method,status_code,user_agent,country,city,is_admin
2024-01-12 03:46:04,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:12,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:20,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:28,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:36,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:44,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:46:52,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:00,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:08,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:16,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:24,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:32,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:40,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:48,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:47:56,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:04,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:12,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:20,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:28,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:36,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:44,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:48:52,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:00,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:08,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:16,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:24,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:32,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:40,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:48,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:49:56,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:04,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:12,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:20,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:28,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:36,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:44,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:50:52,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-12 03:51:00,194.165.16.72,10.0.0.1,bob,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:00,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:08,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:16,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:24,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:32,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:40,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:48,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:22:56,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:04,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:12,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:20,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:28,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:36,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:44,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:23:52,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:00,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:08,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:16,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:24,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:32,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:40,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:48,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:24:56,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:04,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:12,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:20,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:28,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:36,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:44,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:25:52,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:00,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:08,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:16,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:24,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:32,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:40,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:48,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:26:56,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:04,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:12,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:20,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:28,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:36,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:44,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-13 01:27:52,194.165.16.72,10.0.0.1,charlie,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:00,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:08,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:16,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:24,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:32,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:40,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:48,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:10:56,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:04,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:12,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:20,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:28,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:36,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:44,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:11:52,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:00,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:08,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:16,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:24,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:32,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:40,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:48,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:12:56,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:04,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:12,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:20,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:28,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:36,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:44,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:13:52,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:00,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:08,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:16,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:24,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:32,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:40,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:48,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:14:56,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:04,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:12,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:20,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:28,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:36,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:44,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:15:52,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:16:00,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-14 04:16:08,194.165.16.72,10.0.0.1,diana,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 00:49:40,10.0.5.40,10.0.0.1,ivan,LOGOUT,password,200,Mozilla/5.0,India,Chennai,False
2024-01-15 01:03:24,10.0.5.40,10.0.0.1,kevin,LOGIN_SUCCESS,password,200,Mozilla/5.0,India,Chennai,False
2024-01-15 01:42:55,10.0.3.51,10.0.0.1,kevin,LOGIN_SUCCESS,password,200,Mozilla/5.0,India,Chennai,False
2024-01-15 02:17:54,10.0.1.189,10.0.0.1,alice,LOGIN_SUCCESS,password,200,Mozilla/5.0,India,Chennai,False
2024-01-15 02:26:28,10.0.2.8,10.0.0.1,laura,LOGIN_SUCCESS,password,200,Mozilla/5.0,India,Chennai,False
2024-01-15 02:55:00,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:08,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:16,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:24,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:32,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:40,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:48,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:55:56,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:04,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:12,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:20,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:28,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:36,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:44,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:56:52,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:00,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:08,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:16,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:24,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:32,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:40,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:48,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:57:56,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
2024-01-15 02:58:04,194.165.16.72,10.0.0.1,eve,LOGIN_FAILED,password,401,Hydra/9.4,Russia,Moscow,False
